content,publish_date
"백승주 전쟁기념사업회장, 자비에 베텔 룩셈부르크 부총리 등 주요 귀빈이 ‘룩셈부르크와 85인의 용사들’ 전시해설을 듣고 있다.
전쟁기념사업회(회장 백승주)는 2일 오후 6·25전쟁 룩셈부르크 참전용사 특별전 ‘룩셈부르크와 85인의 용사들’ 개막식을 주한룩셈부르크대사관과 공동으로 개최했다.

이날 개막식에는 자비에 베텔(Xavier Bettel) 룩셈부르크 부총리 겸 외교부 장관, 강정애 국가보훈부 장관, 스테파니 오베르틴(Stéphanie Obertin) 룩셈부르크 고등교육연구부 장관, 자크 플리스(Jacques Flies) 주한룩셈부르크 초대대사, 베넛 니데르콘(Benoît Niederkorn) 룩셈부르크 국립군사박물관장 등이 참석해 자리를 빛냈다.
자비에 베텔 룩셈부르크 부총리가 개막식에서 축사 하고 있다.

백승주 회장은 “룩셈부르크는 유엔참전국 중 당시 인구(20만 명) 대비, 그리고 군 병력(1천여 명) 대비 최대 인원을 파병한 나라로, 모든 참전용사들은 자원해서 한국에 왔다”며 룩셈부르크와 참전용사에게 감사를 표했다. 이어서 “오늘은 주한룩셈부르크대사관이 개관한 뜻깊은 날”임을 강조하며, “대한민국과 룩셈부르크가 지금보다 한 차원 더 깊은 관계를 맺게 되어 기쁘다”고 밝혔다.

자비에 베텔 부총리는 “주한룩셈부르크대사관 개관을 맞아 과거를 기리고 미래를 준비하기 위해 이번 전시를 기획했다”고 밝혔다. 이어서 “우리는 다른 대륙에서 왔지만 같은 가치를 공유하며, 함께일 때 더 강하다”고 덧붙였다. 마지막으로는 “룩셈부르크 뿐 아니라 그리스, 터키, 필리핀 등 많은 국가가 대한민국을 위해 싸웠다는 것을 기억해주기를 바란다”고 당부했다.

‘룩셈부르크와 85인의 용사들’은 3층 유엔실 출구 앞 특설공간에서 9월 29일까지 관람할 수 있다.",2024.07.03. 오후 6:42
"ⓒ뉴시스
국민의힘 당권에 도전하는 한동훈 후보가 2일 후원금 계좌를 연 뒤 9분도 안 돼 한도액을 다 채웠다.

한 후보 후원회 측은 2일 오전 9시부터 후원금을 모금한 결과 8분50초 만에 후원금 모금 상한액인 1억5000만원을 달성했다고 밝혔다.

후원회는 총 1792명의 후원자로부터 1억7749만1377원을 모금했다고 밝혔다. 평균후원금액은 1인당 9만9047원이다.

전체 후원자 10명 중 9명(89.5%)는 10만원 이하 소액후원자였다. 1만원 이하 소액 후원자도 260명에 달했다.

후원회 관계자는 “모금한도는 1억5000만원이지만, 20% 범위 내에서 초과 모금이 가능하다”며 “성원에 감사드린다”고 말했다.

한 후보 후원금 모금에 걸린 시간은 2022년 이재명 더불어민주당 대표가 전당대회 출마 당시 2시간 만에 1억5000만원을 후원받았던 것보다 빠르다.

이날 한 후보의 팬카페 ‘위드후니’에는 후원금을 보냈다는 인증 글이 꾸준히 이어지고 있다. 카페 회원수는 8만명이 넘는다.

정치인 1명에게 후원할 수 있는 금액은 1인당 연간 500만원까지다. 연말정산 시 10만원까지 전액 세액공제, 10만원 초과분에 대해서는 소득공제를 받을 수 있다.

한 후보의 후원회장은 제2연평해전에서 전사한 고(故) 한상국 상사의 아내 김한나 씨가 맡았다. 김 후원회장은 “연락을 받고 처음엔 과분하다고 생각해 망설였지만, 나라와 국민을 위해 희생하신 분들에 대한 한동훈 후보의 진심이 느껴져 용기 내어 후원회장직을 수락했다”고 소감을 밝혔다.",2024.07.02. 오후 3:09
"ⓒ뉴시스


서울시청 인근에서 대형 교통사고가 일어나 9명이 숨진 가운데, 자정을 넘긴 시각 임시영안실에 속속 모여든 유족들은 오열했다.

2일 소방당국에 따르면 경찰은 사고 현장에서 사망이 확인된 6명을 영등포병원 장례식장으로 이송했다. 시신을 실은 구급차들은 경찰 오토바이 등의 교통 지원을 받아 장례식장에 도착했다.

경찰 관계자는 “현장에서 심정지 후 사망 판정을 받은 분들은 병원으로 가지 않고 장례식장으로 바로 이송됐다”며 “심정지 상태로 이송된 3명은 병원에서 사망 판정을 받은 것”이라고 밝혔다.

뉴시스


영등포병원 장례식장에는 30대 남성 3명, 40대 남성 2명, 50대 남성 1명이 이송됐다.

이날 장례식장에 도착한 유족들은 지하 안내실을 찾아 차례로 사망자의 신원을 확인했다.

오전 1시경 임시영안실에서 나온 여성은 얼굴을 두 손으로 가리고 엉엉 울며 걸어갔다.

뉴시스


오전 1시30분경 택시를 타고 장례식장에 도착한 남성은 취재진을 향해 “어디로 가야 하냐”며 눈물을 글썽였다. 이 남성은 약 20분 후 현장에 도착한 여성이 길에 주저앉아 오열하자 달랬다.

여성은 “아빠 아니라고 해, 우리 아빠 아니라고 해”라며 눈물을 흘렸다. 이들은 곧이어 도착한 엄마와 부둥켜안고 울었다.

오전 1시43분경 안치실에 도착한 여성은 자기 이마를 때리며 자책하는 모습을 보였다.

이들의 빈소는 장례식장 2~5층에 차려질 예정이다.

뉴시스


전날 오후 9시27분경 서울시청역 인근에서 역주행하던 승용차가 인도로 돌진해 9명이 사망하고 4명이 다쳤다.

사망자 중 현장에서 사망이 확인된 6명 외 3명은 심정지 상태로 국립중앙의료원, 신촌 세브란스병원 등으로 이송돼 사망 판정을 받았다.
뉴시스
뉴시스
뉴스1
뉴시스",2024.07.02. 오전 9:42
"블랙스완 가비(독일 국적)
블랙스완 파투(벨기에 국적)
블랙스완 앤비(미국 국적)
블랙스완 스리야(인도 국적)
블랙스완 멤버들이 전쟁기념관 무명용사의비에서 묵념하고있다.
백승주 전쟁기념사업회장과 블랙스완 멤버들
전쟁기념사업회(회장 백승주)가 25일 케이팝 아이돌 ‘블랙스완’을 전쟁기념사업회 굿윌앰버서더로 위촉했다.

디알뮤직 소속의 블랙스완은 외국인로만 구성된 최초의 케이팝 걸그룹이다. 모든 멤버(파투, 앤비, 가비, 스리야)가 6·25전쟁 참전국 출신으로, 데뷔 초부터 6·25전쟁을 계기로 시작된 본국과 한국의 관계에 깊은 관심을 표명해왔다.

백승주 전쟁기념사업회장은 “블랙스완의 멤버들은 모두 6·25전쟁 참전국 출신으로, 전쟁기념사업회의 추모·기념·공공외교 사업과 높은 시너지 효과가 있을 것으로 기대한다”고 밝혔다.

블랙스완 리더 파투는 “앞으로 전쟁기념사업회와 전쟁기념관을 세계에 알리기 위해 최선을 다하겠다”는 포부를 밝혔다.

전쟁기념사업회는 블랙스완과 함께 홍보콘텐츠 제작 등 다양한 협업 활동을 진행할 예정이다.",2024.07.01. 오후 6:27
"“며칠간 힘들겠지만 차는 그냥 탈 생각”
중고차를 구매한 차주가 유서처럼 보이는 쪽지와 탄 자국을 발견해 찝찝하다며 고민을 공유했다. 자동차 온라인 커뮤니티 ‘보배드림’ 갈무리
중고차를 구매한 차주가 유서처럼 보이는 쪽지와 탄 자국을 발견해 찝찝하다며 고민을 공유했다.

지난달 중고차를 구입했다는 A 씨는 29일 한 온라인 커뮤니티에 글을 올려 “직접 가서 보고 차를 선별했어야 하는데, 일 때문에 바빠 그냥 사진과 통화로만 구입했더니 이게 화근이 됐다”고 말문을 열었다.

그는 “차에서 흥미로운 것을 발견했다. 휴대전화를 떨어뜨려서 줍는 과정에서 이상한 종이를 발견했는데 느낌상 유서의 일부라는 느낌이 왔다”고 했다.

A 씨가 첨부한 사진 속 찢어진 메모 일부에는 “쉽지 않다”, “기억해 주세요”, “죄송한 마음”, “갚지도 못해”라는 글이 쓰여있었다.

A 씨는 “종이를 발견하고 운전석 매트를 들춰봤더니 작게 탄 자국이 보이더라”며 “이 차 계속 탈 수 있을까요?”라고 조언을 구했다.
중고차를 구매한 차주가 유서처럼 보이는 쪽지와 탄 자국을 발견해 찝찝하다며 고민을 공유했다. 자동차 온라인 커뮤니티 ‘보배드림’ 갈무리

일부 누리꾼들은 “헐 환불 요청하시라” “고지 의무가 있다” “소비자 보호원에 신고하라” “그냥 넘기기엔 찝찝하다”고 댓글을 달았다.

반면 다른 누리꾼들은 “저 구멍은 탄 자국이 아니라 구두나 운동화로 인한 구멍이다”, “운전 습관에 의한 뒤꿈치 지지 흔적이다”, “번개탄 피우면 절대 저렇게 구멍 나지 않는다” “차주가 누군가에게 받은 쪽지일 수도 있다”는 의견을 냈다.

댓글을 본 A 씨는 추가 글을 통해 “여러 의견을 읽으며 객관적인 시선으로 상황에 대해 다시 한번 생각해 봤다. 추론이고 상상이지만 가장 합리적인 결론에 도달했다”며 “며칠간은 조금 힘들겠지만 차는 그냥 탈 생각”이라고 밝혔다.

그는 “사망사건이 발생하면 정밀하게 조사하고 증거를 수집한다. 또한 다시 팔기를 원하는 사람이라면 정밀 업체에 의뢰해 차를 청소하는 것이 대부분이다. 그러면 흔적 대부분이 사라져서 알 수가 없을 수 있다. 오히려 이런 의심만 가는 흔적이 남은 차는 아무 문제 없을 수 있다”며 “현재 제 중고차에서 사망사고 등이 일어났을 확률은 희박하다”고 이유를 덧붙였다.

또 “한참을 보이지 않은 쪽지가 제 눈에 들어 온 것은 그 종이를 태워 달라는 뜻일 수도 있겠다는 생각이든다”고도 덧붙였다.",2024.07.01. 오전 11:43
"김만배 씨. 뉴스1
대장동 개발사업 민간업자 김만배 씨와 돈거래를 한 혐의를 받는 전 언론사 간부가 숨진 채 발견됐다.

30일 단양경찰서에 따르면 전날 오후 7시30분께 단양군 영춘면의 한 야산에서 전직 한국일보 간부 A 씨(56)가 사망한 상태로 발견됐다.

가족으로부터 실종 신고를 받은 경찰은 위성항법장치(GPS) 위치 추적을 통해 A 씨의 소재를 파악한 뒤 차에서 50여m 떨어진 야산에서 A 씨를 찾아냈다.

A 씨는 2020년 5월 주택 매입자금을 마련할 목적으로 김 씨로부터 1억원을 빌린 사실이 확인돼 검찰 수사를 받아 왔다.

검찰은 A 씨가 김 씨로부터 돈거래를 대가로 대장동 일당에 우호적인 기사를 작성하거나 불리한 기사를 막아달라는 청탁을 받았다고 의심하고 지난 4월 18일 A 씨를 압수수색했다.

A 씨는 단순히 빌린 것일 뿐 기사 청탁에 대한 대가가 아니라는 입장을 일관되게 밝힌 것으로 전해졌다.

작년 1월 한국일보에서 해임된 A 씨는 회사의 징계 처분에 불복해 낸 해고 무효 소송에서 최근 패소했다. 그는 김 씨와의 돈거래가 “사인 간 정상적인 금전소비대차 계약 행위”라고 주장했으나 1심 재판부는 지난 14일 원고 패소로 판결했다.

A 씨 측은 금전 거래가 이뤄질 당시 논설위원이었던 점을 고려하면 기사 작성이나 편집에 관여할 권한이 없었다고 주장한 것으로 알려졌다.

검찰은 A 씨가 사망함에 따라 사건을 공소권 없음으로 종결할 것으로 전망된다.

서울중앙지검은 이날 입장을 내고 “안타까운 일이 발생한 점에 대해 수사팀은 깊은 애도의 뜻을 표한다”고 전했다.

※ 우울감 등 말하기 어려운 고민이 있거나 주변에 이런 어려움을 겪는 가족·지인이 있을 경우 자살예방 상담전화 ☎109에서 24시간 전문가의 상담을 받을 수 있습니다.",2024.07.01. 오전 11:00
"ⓒ뉴시스


프랑스 유명 호수에 다리를 담근 모녀가 다음 날 다리에 테니스공만한 물집이 생기는 피해를 입었다. 의료진은 ‘식물성광피부염’으로 추정했다.

21일(현지시간) 데일리메일 등 외신에 따르면 이달 9일 알바나 타누시라는 여성이 6세 딸과 함께 프랑스의 관광지인 ‘부르제 호수’를 찾았다. 이 호수는 프랑스에서 가장 아름다운 자연 호수 중 하나로 꼽힌다.

수영을 하기에는 날씨가 춥다고 판단한 모녀는 팔과 다리만 물에 담갔다. 다음 날 아침 잠에서 깬 모녀는 깜짝 놀랐다. 두 사람 모두 다리가 빨갛게 달아오르고 노란 물집으로 뒤덮였다.

의료진은 이들이 식물성광피부염(phytophotodermatitis, 피부에 묻은 식물 화학 물질이 햇빛에 노출되면서 발생하는 피부 반응)에 걸렸을 것으로 진단했다.

모녀는 현지 언론과의 인터뷰에서 “물집 중 하나하나가 눈앞에서 부풀어 오르는 것이 보였다. 이게 정말 내 다리일까 생각이 들었다”며 “고통스럽고 따끔거렸다. 온몸이 빨갛게 물들었다”고 말했다.

모녀는 병원에서 모르핀 성분의 크림을 처방받았다. 이후 물집은 가라앉았지만 여전히 흉터가 남아 있다.

식물성광피부염이란 ‘푸로쿠마린(Furocoumarin)’ 성분이 포함된 식물에 피부를 접촉한 후 자외선에 노출했을 때 생기는 광독성 피부질환의 일종이다. 이 물질은 태양광선 아래서 여러 화학반응을 일으킨다.

푸로쿠마린 성분은 라임이나 레몬, 셀러리, 무화과 등에도 함유돼 있다. 따라서 라임을 짜다가 즙이 손에 튄 뒤 손등이 강한 햇볕에 노출됐을 때 발생하는 경우가 많다고 한다.

증상은 사람마다 다르지만 주로 큰 물집이 생기거나 붉어짐, 가려움, 통증 등이 나타난다. 자외선에 노출된 뒤 48시간이 지나면 눈에 띄게 나타난다. 회복하는 데는 보통 일주일 정도 걸리지만, 몇 개월간 지속되는 경우도 있다. 치료 이후에는 갈색의 색소침착이 남는다.",2024.06.26. 오전 11:39
"6·25특별강연, 참전용사에게 편지쓰기, 태권도시범, 군악·의장행사 등
전쟁기념관 관람객들이 ‘6·25전쟁 참전용사에게 감사편지쓰기’ 행사에 참여하고 있다.
6·25전쟁 발발일을 맞아 전쟁기념관 평화의광장에서 2군단이 태권도 시범을 보이고 있다.

전쟁기념사업회(회장 백승주)가 6·25전쟁 발발 74주년을 맞아 6·25전쟁의 기억과 교훈을 미래세대에게 전하기 위해 다양한 문화행사를 개최했다.

25일 오전 서울 용산구 전쟁기념관에서 백승주 전쟁기념사업회장의 특별강연 ‘전쟁교훈 바탕으로, 안보기반 평화통일로!’가 열렸다.
백승주 전쟁기념사업회장이 6·25전쟁 특별강연을 하고 있다.

백 회장은 이번 강연에서 나당전쟁, 병자호란, 6·25전쟁 등 한반도 역사의 변곡점을 만든 10대 전쟁과 이로부터 얻을 수 있는 교훈을 소개했다. 또한 현재 대한민국의 시대정신은 ▲ 자유민주주의, 시장경제 등으로 대표되는 대한민국의 정체성 수호 ▲ 통일을 위한 여건 준비라고 말하며, 미래세대에게 시대정신을 전하기 위해 노력해야 한다고 역설했다.
전쟁기념관 관람객들이 ‘6·25전쟁 참전용사에게 감사편지쓰기’ 행사에 참여하고 있다.

2층 중앙홀에서는 ‘6·25전쟁 참전용사에게 감사편지쓰기(사단법인 품앗이운동본부 주관)’ 행사도 열렸다. 어린이, 학생, 군인 등 수백 명의 관람객이 행사에 참여했으며, 작성된 편지는 참전용사단체에 전달될 예정이다. 오후에는 2군단의 태권도 시범과 국군 군악·의장행사가 열려 많은 호응을 받았다.

백 회장은 “미래세대가 6·25전쟁에 대해 자연스럽게 배우고, 생각할 수 있도록 여러 행사를 마련했다”며 “전쟁기념관에서 6·25전쟁의 교훈을 되새기고 참전용사에 대한 감사함을 느끼는 하루가 되었기를 바란다”고 덧붙였다.
6·25전쟁 발발일을 맞아 국군 군악·의장행사가 열리고 있다.",2024.06.26. 오전 9:12
"익명 의원 “특정 후보 세력의 ‘투표 인증샷’ 강요에 두려움 느껴”
제11대 서울특별시의회에서 ‘부정선거 의혹’이 제기돼 국민의힘 시의원들 간 내홍이 일고 있다.

서울시의회 다수당인 국민의힘은 지난 19일 의원총회를 열고, 후반기 국민의힘 의장, 부의장 및 대표의원 후보자를 선출했다.

익명을 요구한 국민의힘 모 시의원에 따르면, 이번 선거에서 의장 후보에 출마한 A 의원 캠프 관계자들이 일부 의원들을 상대로 A 의원을 찍을 것을 권하며, A 의원에게 기표한 인증샷을 강요하는 행위를 벌였다.

이 제보자는 “A 의원 관계자의 인증샷 요청에 손가락 지문과 투표용지를 함께 찍거나 얼굴과 함께 투표용지를 찍기까지 한 의원도 있다”며 “향후 불이익이 생길까 공포감을 느꼈다”고 귀띔했다.

국민의힘 한 관계자는 “서울시의장은 상임위 예산 권한이 막강하기 때문에 잘못 찍혔다가는 예산도 못받게 될까 두려움을 느낄 수 있다”고 설명했다.

심지어 1차, 2차(결선) 때 모두 A 의원을 찍은 의원은 성골, 1차 혹은 2차 중 한 번만 찍은 의원은 진골이라는 얘기까지 나왔다는 전언이다.

실제로 투표 당시 핸드폰을 회수하지 않은 것으로 알려졌다. 만약 특정 후보에 기표한 것을 찍어 공유하면 이는 비밀투표의 원칙을 위반하는 것이다.

2022년 경북 경산시의회 의장 선거에서도 일부 시의원들이 특정 후보를 지원하기로 짜고 투표 관리를 방해한 혐의(위계에 의한 공무집행방해)로 기소돼 4명이 처벌받은 전례가 있다.

서울시의회 의장은 관례상 다수당이 맡아왔다. 그러나 이번에 국민의힘 내부에서 부정선거 의혹 내홍이 발생하자, 민주당에서도 보이콧 움직임이 일고있는 것으로 전해졌다.",2024.06.24. 오후 2:05
"제3회 KWO 나지포럼에서 개회사를 하는 백승주 전쟁기념사업회장.
제3회 KWO 나지포럼에서 환영사를 하는 김용호 국방대학교 부총장.
제3회 KWO 나지포럼에서 기조강연을 하는 한기호 국회의원
(왼쪽부터) 김명섭 연세대 정치외교학과 교수, 노경수 서울대 행정학과 교수, 김낙진 전쟁기념관 학예부장, 손경호 국방대학교 군사전략학과 교수.
(왼쪽부터) 이미숙 문화일보 논설위원, 박원곤 이화여대 북한학과 교수, 박인국 전 유엔대사, 박영준 국방대학교 안보문제연구소장, 김재천 서강대 국제대학원장.
전쟁기념사업회(회장 백승주)는 21일(금) 오후 ‘6‧25전쟁 교훈과 안보정책 방향’이라는 주제로 제3회 KWO 나지포럼을 국방대학교와 공동개최했다.

첫 순서로 한기호 국회의원이 기조강연을 진행했다. 이어서 총 3개의 주제발표와 토론이 진행됐다.

제1세션은 김명섭 연세대학교 정치외교학과 교수가 ‘6‧25전쟁 재평가와 현재의 안보위협’이라는 주제로 발표했다. 노경수 서울대 행정학과 교수가 좌장을 맡아 토론을 진행했다.

제2세션의 제1주제는 ‘북한의 핵 위협과 대남정책 전망’이며 박원곤 이화여자대학교 북한학과 교수가 발표했다. 제2주제는 박영준 국방대학교 안보문제연구소장이 ‘한미일 안보협력의 의미와 발전방향’에 대해 발표했다. 제2세션은 박인국 전 유엔대사가 좌장을 맡아 토론을 진행했다.

백승주 전쟁기념사업회장은 개회사에서 “한반도를 둘러싼 안보위협이 갈수록 더 커지는 지금, 이번 KWO 나지포럼은 현 안보상황에 대한 올바른 인식과 대응방안을 모색할 수 있는 좋은 기회가 될 것”이라고 말했다.

국방대학교 김영호 부총장은 환영사에서 이번 포럼을 통해 “북한의 안보위협을 평가하고 한미일 안보협력의 방향을 모색함으로써 대한민국이 나아갈 길을 논의하는 소중한 기회가 되리라 확신한다”고 밝혔다.

KWO 나지포럼은 ‘전쟁기념사업회(Korea War-memorial Organization) 나라를 지키는 포럼’이라는 뜻으로, 국가안보의 중요성과 급변하는 국제정세를 정확히 인식하고 이를 국민에게 알리기 위해 기획됐다.",2024.06.24. 오전 9:56
"ⓒ News1 DB
우울증세로 가족과 연락이 끊긴 여성을 경찰이 집중 수색끝에 찾아냈다.

뉴스1에 따르면, 지난 19일 서울 금천경찰서 소속 경찰관 12명은 A 씨(27)가 거주하는 금천구 소재 오피스텔로 출동했다.

이보다 앞서 A 씨의 남동생은 “친누나가 빈혈이 심한데 새벽부터 여러 번 연락했지만 받지 않는다”며 신고했다.

경찰은 지하 금천구 오피스텔 3층부터 지상 9층 옥상까지 건물 전체를 샅샅이 뒤졌으나 A 씨를 찾을 수 없었다.

A 씨의 휴대전화 위칫값은 수시로 변하고 있었다. 경찰은 변동되는 위칫값을 토대로 세 군데 원을 그려 교차점을 찾았다. 안양천변이었다.

경찰관들은 인원을 나눠 오피스텔과 오피스텔 인근, 안양천변을 집중 수색했다.

수색에 나선 지 약 2시간 만인 오후 4시30분쯤 안양천변에서 A 씨가 무사한 상태로 발견됐다.

벤치에 앉아 있는 A 씨를 처음 발견한 건 임용 ‘6개월’차 신임 경찰관 김 모 순경이었다.

김 순경은 A 씨에게 “무슨 일이 있느냐. 도움을 드리겠다. 힘내라”고 말했다. 김 순경의 위로에 A 씨는 그만 눈물을 터뜨렸다. 우울증세를 보이던 A 씨는 “상담이 필요하다”고 했다.

경찰관들은 A 씨가 정신건강 치료를 받을 수 있도록 인근 병원으로 데려갔다. 그사이 친언니가 도착했고 A 씨는 무사히 가족의 품으로 돌아갔다.

금천경찰서 관계자는 “신임 경찰관의 날카로운 감으로 변동되는 위칫값의 교차점을 집중적으로 수색했다”며 “김 순경은 A 씨를 발견하고 따뜻하게 상담해 줬다”고 설명했다.

박태근 동아닷컴 기자 ptk@donga.com",2024.06.24. 오전 9:07
"소셜미디어 영상 갈무리


인도에서 약 20억 원을 들여 지은 다리가 개통을 앞두고 무너져 내리는 어이없는 일이 발생했다.

19일(현지시간) 인디아 익스프레스 등 현지 언론에 따르면, 사고는 지난 18일 인도 북동부 비하르주 아라리아의 바크라(Bark) 강에서 일어났다.

강의 양편을 연결한 이 다리는 공사가 사실상 끝나 개통식을 앞둔 상태였다.

소셜미디어 영상 갈무리

최근 이 지역에 많은 비가 내리자 다리는 거센 물살을 견디지 못하고 여러 조각으로 부서지고 말았다. 무너진 잔해는 순식간에 물에 휩쓸려 떠내려갔다. 주민들이 찍은 영상은 SNS를 통해 퍼져나갔다.

다리의 총 길이는 182m다. 건설비용은 1억2000만 루피(약 20억 원)로, 민간 건설사가 시공을 맡았다. 당초 비용은 7.19억 루피(약 12억 원)로 추산됐지만 공사비가 늘었다. 2021년 4월에 공사를 시작해 지난해 이미 다리 공사는 끝났다. 교량 양쪽의 접근 도로를 잇는 작업을 마무리하면 개통할 예정이었다.

다행히 인명피해는 발생하지 않았지만 부실공사 논란이 일고 있다. 주민들은 이번 사고가 시공업체와 감독 부서의 부실로 발생한 일이라고 주장하고 있다. 한 주민은 “막대한 세금을 낭비한 정말 터무니없는 사건이다. 누가 책임질 것인가”라고 SNS에서 비난했다.

소셜미디어 영상 갈무리

지역 당국은 물의 흐름을 원활하게 하기 위해 최근 다리 기둥 2개 근처를 굴착한 게 영향을 미쳤을 것으로 추정했다. 다리에는 총 16개의 기둥이 있었다.

관계 당국은 서로 책임을 전가했다. 인도 교통부 장관 니틴 가드카리는 “농촌 개발부에 의해 관리된 것이 문제”라며 지방정부 탓을 했고, 아라리아 지역의 비제이 쿠마르 하원의원은 “건설회사 과실”이라고 시공사에 돌렸다.

비하르주에선 지난 3월에도 수폴 지역에서 코시강을 가로지르는 다리가 무너져 1명이 숨지고 10명이 다쳤다.",2024.06.21. 오후 5:48
"백승주 전쟁기념사업회장이 카를로스 페냐피엘 소토 주한멕시코대사와 기념촬영 하고 있다.


카를로스 페냐피엘 소토(Carlos Peñafiel Soto) 주한멕시코대사가 21일 오전 전쟁기념사업회를 방문했다.

백승주 회장은 소토 대사를 환영하며 “멕시코는 6·25전쟁 당시 물자 지원과 미군 소속이지만 10만 여명의 멕시코 병사를 파병해 준 고마운 나라”라며 감사함을 표했다. 이어 “이러한 과거의 깊은 유대 바탕으로 양국관계가 더욱 깊어지길 바란다”고 강조했다.
백승주 전쟁기념사업회장과 카를로스 페냐피엘 소토 주한멕시코대사이 접견실 기록화를 관람하고 있다.

이에 소토 대사는 멕시코의 희생과 헌신을 기억해 주는 전쟁기념사업회을 방문하여 기쁘며 “멕시코가 6·25전쟁 공식 파병국으로 인정받을 수 있도록 많은 지지와 성원을 부탁드린다”고 화답했다.

또한 백 회장은 사업회의 6·25전쟁 자료 수집을 위한 ‘국제자문단’ 구축 사업에 지속적인 관심을 당부했으며 “잘 알려지지 않은 멕시코 병사의 참전활동이 특별전 개최 등을 통해 많은 국민들에게 알려지도록 최선을 다하겠다“는 뜻을 밝혔다. 소토 대사는 “사업회에서 추진하는 사업에 적극 협력하겠다”고 약속했다.

주한멕시코대사관에 따르면 멕시코는 6·25전쟁 당시 한국에 식량과 의약품을 지원했으며 1943~1952년 멕시코·미국 간 병역협력협정에 따라 미군 소속으로 약 10만 여 명 이상의 멕시코 병사들이 6·25전쟁에 참전한 것으로 추정하고 있다.
백승주 전쟁기념사업회장이 카를로스 페냐피엘 소토 주한멕시코대사와 환담하고 있다.",2024.06.21. 오후 4:22
"길 가다가 담배꽁초를 던져 주차장에 세워둔 차에 화재를 일으킨 행인이 검거됐다. 범인은 고등학생이었다.

이 사건은 지난달 17일 오후 9시50분경 경기 용인시 기흥구 마북동의 한 골목 건물 주차장에서 발생했다.

당시 피해 차주 A 씨는 “행인 3명 중 1명이 담배꽁초를 버렸는데 거기서 불이 붙었다. 차 범퍼가 녹았다. 자칫하면 건물까지 불이 번질 수 있는 상황이었다”며 “범인을 잡고 싶은데 어떻게 해야 할지 모르겠다”고 하소연했다.

온라인커뮤니티에 공개한 영상에는 주차장 옆으로 행인 3명이 지나가는 순간 주차장에서 불똥이 번쩍 튀는 모습이 담겨있었다.

수사에 착수한 경찰은 CCTV 역추적과 주변 탐문 수사 등을 벌인 끝에 용의자를 찾아낸 것으로 알려졌다. 3명 중 1명이 담배꽁초를 튕기는 모습이 명확히 찍혀 있었다고 한다.


사건 후 인근의 한 편의점주는 동아닷컴에 “그 시간대 가게 CCTV를 확인해 보니 17일 오후 9시 50분경 용의자 3명 중 1명이 저희 매장에서 물품을 구입했더라. 결제 영수증도 있었다”고 제보해 왔다.

A 씨는 동아닷컴에 “한 달 가까이 걸린 것 같다. 용의자는 고등학생이었고, 부모와 연락이 닿아서 문자로 사과받았다”며 “그쪽에서 일상생활배상책임보험으로 보상을 진행해 손해사정사와 얘기하고 있다”고 전했다.

그러면서 “일단 차 수리는 내 돈으로 했지만 새 차는 이미 헌차 돼버렸고, 그동안 범인이 잡힐지 안 잡힐지 몰라서 렌트도 안 했다. 유독가스가 가득 찼던 실내 에바 클리닝이나 필터 교체 등도 못했다. 아내가 산부인과에 다니는데, 몸에 안 좋을까 걱정이다”라며 “근데 그런 거는 보험에서 안 된다더라. 만약 차 수리비만 주고 끝난다면 나는 억울하다”고 덧붙였다.",2024.06.21. 오후 3:03
"백승주 전쟁기념사업회장이 귀환 국군포로에게 인사하고 있다.


전쟁기념사업회가 20일 전쟁기념관에서 국군포로전시 개막식을 열었다.

이날 오후 2시 30분부터 2층 중앙홀에서 열린 개막식에는 유영복 옹 등 귀환 국군포로 8명과 유가족, 이주영 전 국회부의장, 김장겸 국회의원, 조창래 국방정책실장, 제임스 히넌 유엔인권이사회서울사무소장 등 총 80여 명이 참석했다.

국군포로전시 개막식에서 환영사 하는 백승주 전쟁기념사업회장.

백승주 전쟁기념사업회장은 “아직도 귀환하지 못한 국군포로들이 남아있으며 귀환 국군포로에 대한 지원정책과 예우에도 보완할 점이 있다”는 점을 먼저 지적했다.

이어 “나라를 위해 헌신하신 분들을 국가가 끝까지 책임지는 것은 당연”하다며 “우리는 마지막 한 분의 국군포로가 귀환하실 때까지 그분들을 잊지 말고 기억해야 한다”고 강조했다. 그러면서 “이번 전시로 더 많은 분들이 국군포로의 아픈 역사를 이해할 수 있기를 바란다”고 덧붙였다.
백승주 전쟁기념사업회장이 귀환 국군포로에게 전시를 설명하고 있다.

이번 전시에서는 그동안 조명되지 않았던 국군포로에 대한 역사적 사실과 이들을 위한 정부의 노력을 만나볼 수 있다. 국군포로와 귀환 국군포로의 삶을 재조명하며 이들을 잊지 말고 기억하자는 메시지를 전달한다.
국군포로전시 개막식의 주요 내빈이 테이프를 자르고 있다.

특히 국방부에서 2010년부터 2011년까지 진행한 ‘귀환 국군포로 구술기록사업’의 결과물이 이번 전시에서 13년 만에 일반에 최초로 공개된다. 이는 북한 내 국군포로의 존재와 그들이 겪어야 했던 아픔을 생생히 확인할 수 있는 귀중한 자료다. 사업회는 귀환 국군포로의 구술기록자료를 타이포그래픽(활자의 조형성을 살리는 그래픽 디자인) 영상으로 제작해 전시에 활용했다.

전쟁기념관의 국군포로전시는 2층 ‘6·25전쟁 Ⅱ실’에서 만날 수 있다.",2024.06.21. 오후 1:28
